,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,IsWeekend,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday
728,1.7,1074,6.4,832,101,951,75.0,1507,980,11.4,69.8,0.939,2004,4,10,2,1,0,0,0,0,0,1,0
729,1.0,922,3.6,687,73,1142,63.5,1390,825,11.1,69.3,0.9128,2004,4,10,3,1,0,0,0,0,0,1,0
730,0.8,898,3.3,669,46,1163,52.0,1386,807,10.8,70.3,0.9092,2004,4,10,4,1,0,0,0,0,0,1,0
731,1.0,970,4.0,708,81,1121,55.0,1435,842,10.2,73.4,0.9129,2004,4,10,5,1,0,0,0,0,0,1,0
732,1.4,1073,6.0,812,112,988,65.0,1500,950,10.8,70.5,0.9142,2004,4,10,6,1,0,0,0,0,0,1,0
733,1.7,1081,8.2,906,150,895,72.0,1591,1024,11.0,71.0,0.9279,2004,4,10,7,1,0,0,0,0,0,1,0
734,2.0,1159,9.9,976,138,837,76.0,1663,1098,12.4,64.0,0.9206,2004,4,10,8,1,0,0,0,0,0,1,0
735,2.0,1112,8.8,931,124,869,84.0,1588,1011,15.0,53.1,0.8993,2004,4,10,9,1,0,0,0,0,0,1,0
736,1.9,1112,8.4,917,124,897,90.0,1542,931,16.6,44.4,0.8313,2004,4,10,10,1,0,0,0,0,0,1,0
737,2.1,1063,7.5,877,115,971,89.0,1481,811,18.0,38.4,0.7862,2004,4,10,11,1,0,0,0,0,0,1,0
738,1.8,1032,7.8,892,101,973,87.0,1457,756,20.6,30.0,0.7213,2004,4,10,12,1,0,0,0,0,0,1,0
739,1.5,936,6.4,829,90,1054,88.0,1336,607,19.9,26.7,0.6137,2004,4,10,13,1,0,0,0,0,0,1,0
740,1.3,883,5.1,766,90,1152,81.0,1238,498,19.8,23.1,0.5283,2004,4,10,14,1,0,0,0,0,0,1,0
741,1.4,942,6.9,852,89,1055,89.0,1318,540,21.4,22.7,0.5722,2004,4,10,15,1,0,0,0,0,0,1,0
742,1.5,943,6.8,850,92,1084,91.0,1296,544,22.1,21.3,0.5605,2004,4,10,16,1,0,0,0,0,0,1,0
743,1.7,1007,7.4,875,103,1027,104.0,1357,620,21.1,24.5,0.604,2004,4,10,17,1,0,0,0,0,0,1,0
744,2.0,1037,8.7,927,122,949,111.0,1426,740,18.3,31.6,0.6562,2004,4,10,18,1,0,0,0,0,0,1,0
745,2.5,1127,11.2,1022,159,871,129.0,1534,921,16.1,35.0,0.6372,2004,4,10,19,1,0,0,0,0,0,1,0
746,2.4,1123,10.5,996,172,861,133.0,1551,1033,14.8,41.5,0.6929,2004,4,10,20,1,0,0,0,0,0,1,0
747,2.0,1110,8.2,909,125,916,115.0,1487,984,13.2,50.3,0.7577,2004,4,10,21,1,0,0,0,0,0,1,0
748,2.9,1247,11.6,1037,187,812,125.0,1618,1193,12.3,55.5,0.7916,2004,4,10,22,1,0,0,0,0,0,1,0
749,2.5,1220,9.7,967,174,844,117.0,1545,1219,11.8,56.6,0.7833,2004,4,10,23,1,0,0,0,0,0,1,0
750,1.4,1028,5.1,770,75,1047,84.0,1326,913,11.2,56.2,0.7469,2004,4,11,0,1,0,0,0,0,0,0,1
751,1.2,978,4.0,711,48,1144,63.0,1304,750,11.0,56.6,0.7418,2004,4,11,1,1,0,0,0,0,0,0,1
752,1.0,949,3.7,694,61,1160,68.0,1310,772,9.3,64.3,0.7531,2004,4,11,2,1,0,0,0,0,0,0,1
753,1.0,910,4.0,709,49,1162,60.0,1329,712,8.8,66.0,0.7501,2004,4,11,3,1,0,0,0,0,0,0,1
754,0.85,863,3.0,651,38,1224,52.0,1286,712,7.8,70.4,0.7463,2004,4,11,4,1,0,0,0,0,0,0,1
755,0.7,836,2.9,643,38,1244,49.0,1306,727,7.7,70.7,0.7463,2004,4,11,5,1,0,0,0,0,0,0,1
756,0.8,856,2.9,644,41,1259,49.0,1301,746,7.4,71.0,0.7346,2004,4,11,6,1,0,0,0,0,0,0,1
757,0.9,888,3.0,651,51,1240,52.0,1298,733,8.2,66.6,0.7283,2004,4,11,7,1,0,0,0,0,0,0,1
758,1.1,912,3.7,694,61,1196,58.0,1343,727,8.7,64.3,0.7267,2004,4,11,8,1,0,0,0,0,0,0,1
759,1.0,938,3.9,706,47,1177,51.0,1320,642,13.0,47.9,0.7116,2004,4,11,9,1,0,0,0,0,0,0,1
760,1.6,1053,6.2,823,87,1040,77.0,1386,810,17.4,35.4,0.699,2004,4,11,10,1,0,0,0,0,0,0,1
761,1.8,1087,7.3,870,107,1014,90.0,1412,851,20.2,29.2,0.683,2004,4,11,11,1,0,0,0,0,0,0,1
762,2.6,1153,9.2,945,161,969,118.0,1425,911,22.7,22.9,0.6224,2004,4,11,12,1,0,0,0,0,0,0,1
763,1.1,894,4.0,710,61,1209,70.0,1200,611,22.3,22.4,0.5955,2004,4,11,13,1,0,0,0,0,0,0,1
765,0.9,854,3.1,658,42,1409,46.0,1108,369,22.0,19.0,0.4969,2004,4,11,15,1,0,0,0,0,0,0,1
766,1.0,892,3.2,665,55,1348,58.0,1150,394,21.0,23.6,0.5788,2004,4,11,16,1,0,0,0,0,0,0,1
767,1.2,935,3.3,672,65,1299,61.0,1183,415,19.6,27.4,0.6162,2004,4,11,17,1,0,0,0,0,0,0,1
768,1.4,989,4.0,709,75,1225,80.0,1233,469,17.9,30.8,0.6258,2004,4,11,18,1,0,0,0,0,0,0,1
769,2.0,1063,5.7,797,93,1079,93.0,1285,607,16.4,35.3,0.6532,2004,4,11,19,1,0,0,0,0,0,0,1
770,1.1,922,3.4,674,63,1220,78.0,1205,498,15.6,37.5,0.6575,2004,4,11,20,1,0,0,0,0,0,0,1
771,1.1,925,3.5,680,60,1223,76.0,1217,481,15.5,36.7,0.6438,2004,4,11,21,1,0,0,0,0,0,0,1
772,1.1,924,2.9,648,63,1272,74.0,1186,465,14.5,39.0,0.6428,2004,4,11,22,1,0,0,0,0,0,0,1
773,1.1,914,3.1,661,66,1256,81.0,1187,478,14.2,38.2,0.6163,2004,4,11,23,1,0,0,0,0,0,0,1
783,0.8,975,2.2,598,63,1268,73.0,1293,536,13.4,56.0,0.8576,2004,4,12,9,0,1,0,0,0,0,0,0
784,1.0,1040,2.9,646,71,1210,78.0,1325,555,13.0,59.6,0.886,2004,4,12,10,0,1,0,0,0,0,0,0
785,1.3,1115,3.9,707,104,1105,93.0,1384,677,12.7,62.7,0.9173,2004,4,12,11,0,1,0,0,0,0,0,0
786,1.1,1004,2.8,641,85,1201,71.0,1305,557,12.1,60.5,0.8505,2004,4,12,12,0,1,0,0,0,0,0,0
787,0.6,895,1.4,536,53,1415,56.0,1229,421,11.2,64.4,0.8537,2004,4,12,13,0,1,0,0,0,0,0,0
788,0.7,917,1.7,563,58,1415,60.0,1257,423,10.7,67.6,0.8703,2004,4,12,14,0,1,0,0,0,0,0,0
789,1.2,1025,3.6,689,89,1189,77.0,1325,519,11.4,61.2,0.8236,2004,4,12,15,0,1,0,0,0,0,0,0
790,1.4,1035,3.1,660,96,1222,82.0,1301,533,9.9,70.5,0.8581,2004,4,12,16,0,1,0,0,0,0,0,0
791,1.2,1025,3.5,682,88,1197,77.0,1313,537,10.3,65.2,0.8151,2004,4,12,17,0,1,0,0,0,0,0,0
792,1.3,1040,3.9,705,100,1149,91.0,1324,612,11.0,58.9,0.7714,2004,4,12,18,0,1,0,0,0,0,0,0
793,1.8,1070,5.2,776,127,1065,93.0,1369,697,10.6,59.5,0.7595,2004,4,12,19,0,1,0,0,0,0,0,0
794,1.2,964,3.7,692,88,1176,82.0,1292,573,10.6,57.7,0.7362,2004,4,12,20,0,1,0,0,0,0,0,0
795,0.8,904,2.7,635,66,1269,74.0,1233,489,10.6,56.1,0.7149,2004,4,12,21,0,1,0,0,0,0,0,0
796,0.8,913,2.6,626,61,1271,68.0,1234,474,10.3,58.0,0.7239,2004,4,12,22,0,1,0,0,0,0,0,0
797,0.8,914,2.4,610,54,1322,65.0,1230,455,10.4,58.4,0.7352,2004,4,12,23,0,1,0,0,0,0,0,0
798,0.7,893,2.0,587,46,1368,58.0,1219,433,10.7,58.2,0.7459,2004,4,13,0,0,0,1,0,0,0,0,0
803,0.7,956,3.1,656,76,1251,68.0,1356,525,10.1,68.4,0.8443,2004,4,13,5,0,0,1,0,0,0,0,0
804,1.6,1124,6.9,853,149,960,99.0,1531,873,10.0,68.7,0.8456,2004,4,13,6,0,0,1,0,0,0,0,0
805,3.9,1496,19.1,1272,328,667,130.0,2011,1399,11.0,64.2,0.8398,2004,4,13,7,0,0,1,0,0,0,0,0
806,4.5,1452,22.1,1354,282,620,128.0,2057,1501,12.0,58.1,0.8138,2004,4,13,8,0,0,1,0,0,0,0,0
807,2.7,1172,11.8,1042,206,797,120.0,1641,1186,12.8,52.0,0.7643,2004,4,13,9,0,0,1,0,0,0,0,0
808,1.6,1020,7.3,871,133,956,93.0,1426,911,12.6,50.8,0.7387,2004,4,13,10,0,0,1,0,0,0,0,0
809,1.6,1044,8.0,900,137,934,96.0,1471,919,13.8,47.4,0.7435,2004,4,13,11,0,0,1,0,0,0,0,0
810,1.6,1020,7.2,866,116,972,84.0,1429,791,15.1,42.7,0.7294,2004,4,13,12,0,0,1,0,0,0,0,0
811,1.5,1009,7.7,885,112,994,87.0,1439,751,16.3,38.1,0.7006,2004,4,13,13,0,0,1,0,0,0,0,0
812,1.8,1073,9.7,966,128,935,87.0,1537,805,16.6,36.7,0.6867,2004,4,13,14,0,0,1,0,0,0,0,0
813,2.1,1098,9.8,971,145,877,103.0,1527,966,15.8,40.5,0.7241,2004,4,13,15,0,0,1,0,0,0,0,0
814,1.7,1061,7.7,887,110,920,88.0,1462,869,16.3,41.8,0.7712,2004,4,13,16,0,0,1,0,0,0,0,0
815,3.0,1289,15.3,1158,184,755,118.0,1791,1196,16.1,42.8,0.7783,2004,4,13,17,0,0,1,0,0,0,0,0
816,4.6,1442,21.5,1337,243,630,134.0,2004,1523,15.3,46.8,0.8074,2004,4,13,18,0,0,1,0,0,0,0,0
817,5.0,1479,21.7,1343,259,631,144.0,1995,1579,14.7,47.0,0.7815,2004,4,13,19,0,0,1,0,0,0,0,0
818,3.5,1266,14.6,1138,205,726,129.0,1747,1370,14.1,49.6,0.7931,2004,4,13,20,0,0,1,0,0,0,0,0
819,2.1,1149,9.3,952,144,845,108.0,1577,1204,13.5,54.1,0.8351,2004,4,13,21,0,0,1,0,0,0,0,0
820,2.1,1168,9.4,954,152,843,104.0,1586,1201,12.3,59.2,0.8461,2004,4,13,22,0,0,1,0,0,0,0,0
821,1.5,1079,6.8,847,108,925,90.0,1463,1122,11.6,62.2,0.851,2004,4,13,23,0,0,1,0,0,0,0,0
822,1.1,1047,4.9,760,64,1032,74.0,1379,1003,11.5,61.4,0.8303,2004,4,14,0,0,0,0,1,0,0,0,0
823,0.9,936,3.9,705,73,1086,73.0,1364,918,10.9,64.6,0.8395,2004,4,14,1,0,0,0,1,0,0,0,0
824,0.7,900,2.7,635,47,1207,60.0,1307,836,11.1,63.2,0.8331,2004,4,14,2,0,0,0,1,0,0,0,0
825,0.4,839,1.9,576,46,1325,58.5,1285,759,10.7,64.4,0.8284,2004,4,14,3,0,0,0,1,0,0,0,0
826,0.65,840,1.7,563,45,1349,57.0,1275,755,10.7,63.8,0.8174,2004,4,14,4,0,0,0,1,0,0,0,0
827,0.9,905,3.3,670,79,1191,62.0,1346,820,10.2,65.8,0.8196,2004,4,14,5,0,0,0,1,0,0,0,0
828,1.6,1079,7.4,875,113,947,71.0,1535,998,10.3,65.6,0.8225,2004,4,14,6,0,0,0,1,0,0,0,0
829,3.9,1417,18.2,1246,263,669,94.0,1921,1403,10.8,64.0,0.8307,2004,4,14,7,0,0,0,1,0,0,0,0
830,5.0,1529,27.7,1497,275,569,99.0,2278,1641,13.3,55.6,0.8453,2004,4,14,8,0,0,0,1,0,0,0,0
831,4.3,1397,18.3,1248,263,659,119.0,1906,1534,15.8,46.8,0.8328,2004,4,14,9,0,0,0,1,0,0,0,0
832,2.7,1214,12.3,1061,183,780,103.0,1662,1257,19.5,34.4,0.7738,2004,4,14,10,0,0,0,1,0,0,0,0
833,2.1,1109,8.9,935,147,882,95.0,1518,1026,21.1,30.2,0.745,2004,4,14,11,0,0,0,1,0,0,0,0
834,2.1,1122,10.4,993,132,859,95.0,1571,993,18.4,34.2,0.7185,2004,4,14,12,0,0,0,1,0,0,0,0
835,2.185714285714286,1094,9.7,966,140,877,95.9047619047619,1519,919,21.0,30.6,0.7538,2004,4,14,13,0,0,0,1,0,0,0,0
836,2.2714285714285714,1164,12.8,1076,148,788,96.80952380952381,1653,1032,21.4,28.7,0.7231,2004,4,14,14,0,0,0,1,0,0,0,0
837,2.357142857142857,1188,12.9,1082,157,790,97.71428571428571,1653,1077,21.3,27.3,0.6856,2004,4,14,15,0,0,0,1,0,0,0,0
838,2.442857142857143,1098,8.9,934,165,895,98.61904761904762,1497,883,20.4,30.4,0.7193,2004,4,14,16,0,0,0,1,0,0,0,0
839,2.5285714285714285,1180,11.0,1014,174,826,99.52380952380952,1595,1036,18.7,34.8,0.7436,2004,4,14,17,0,0,0,1,0,0,0,0
840,2.6142857142857143,1195,12.6,1072,182,799,100.42857142857143,1609,1144,18.6,34.7,0.7369,2004,4,14,18,0,0,0,1,0,0,0,0
841,2.7,1234,13.3,1095,191,789,101.33333333333333,1638,1212,17.9,35.8,0.7276,2004,4,14,19,0,0,0,1,0,0,0,0
842,2.7857142857142856,1425,18.1,1242,199,675,102.23809523809524,1858,1486,16.5,42.1,0.7856,2004,4,14,20,0,0,0,1,0,0,0,0
843,2.8714285714285714,1320,13.0,1085,207,730,103.14285714285714,1689,1440,14.8,49.7,0.8321,2004,4,14,21,0,0,0,1,0,0,0,0
844,2.9571428571428573,1158,7.8,892,216,870,104.04761904761905,1494,1242,13.4,54.3,0.8291,2004,4,14,22,0,0,0,1,0,0,0,0
845,3.0428571428571427,1060,5.8,805,224,964,104.95238095238095,1418,1089,13.4,54.2,0.8319,2004,4,14,23,0,0,0,1,0,0,0,0
846,3.1285714285714286,1036,4.7,746,233,1034,105.85714285714286,1364,993,12.3,57.6,0.8223,2004,4,15,0,0,0,0,0,1,0,0,0
847,3.2142857142857144,943,3.1,660,241,1163,106.76190476190476,1297,862,11.6,58.8,0.7996,2004,4,15,1,0,0,0,0,1,0,0,0
848,3.3,899,2.1,591,250,1243,107.66666666666667,1259,815,10.7,62.3,0.7988,2004,4,15,2,0,0,0,0,1,0,0,0
849,3.3857142857142857,889,1.7,559,258,1331,108.57142857142857,1241,714,10.2,63.2,0.7865,2004,4,15,3,0,0,0,0,1,0,0,0
850,3.4714285714285715,847,1.3,527,266,1416,109.47619047619048,1216,682,10.5,61.3,0.7761,2004,4,15,4,0,0,0,0,1,0,0,0
851,3.557142857142857,918,2.6,625,275,1255,110.38095238095238,1298,744,9.3,65.8,0.7722,2004,4,15,5,0,0,0,0,1,0,0,0
852,3.642857142857143,1105,7.9,897,283,906,111.28571428571428,1510,1050,9.1,67.4,0.7814,2004,4,15,6,0,0,0,0,1,0,0,0
853,3.7285714285714286,1491,21.4,1335,292,625,112.19047619047619,2001,1522,10.2,62.9,0.7831,2004,4,15,7,0,0,0,0,1,0,0,0
854,3.814285714285714,1508,22.1,1355,300,609,113.0952380952381,2034,1623,11.6,58.7,0.7999,2004,4,15,8,0,0,0,0,1,0,0,0
855,3.9,1489,19.1,1270,309,633,114.0,1889,1638,13.5,53.4,0.8196,2004,4,15,9,0,0,0,0,1,0,0,0
856,3.8,1451,17.3,1219,327,661,127.0,1804,1633,15.0,49.3,0.8364,2004,4,15,10,0,0,0,0,1,0,0,0
857,3.8,1454,17.5,1225,299,661,135.0,1809,1654,17.1,42.1,0.812,2004,4,15,11,0,0,0,0,1,0,0,0
858,3.9,1392,17.0,1210,257,689,135.0,1792,1559,18.4,36.9,0.7758,2004,4,15,12,0,0,0,0,1,0,0,0
859,3.5,1351,17.0,1210,195,709,120.0,1783,1374,19.3,35.4,0.7824,2004,4,15,13,0,0,0,0,1,0,0,0
860,4.0,1418,19.5,1282,231,681,129.0,1890,1418,19.2,35.7,0.7826,2004,4,15,14,0,0,0,0,1,0,0,0
861,3.0,1303,14.8,1143,170,748,114.0,1734,1228,21.5,30.4,0.7677,2004,4,15,15,0,0,0,0,1,0,0,0
862,3.1,1292,14.0,1116,192,746,129.0,1676,1293,19.6,34.6,0.7807,2004,4,15,16,0,0,0,0,1,0,0,0
863,5.2,1560,24.4,1413,251,594,149.0,2046,1642,19.6,35.5,0.8017,2004,4,15,17,0,0,0,0,1,0,0,0
867,4.6,1607,19.8,1290,264,587,134.0,1960,1758,16.2,53.2,0.9723,2004,4,15,21,0,0,0,0,1,0,0,0
868,2.5,1277,9.3,952,144,802,111.0,1607,1284,14.9,59.1,0.9928,2004,4,15,22,0,0,0,0,1,0,0,0
869,2.2,1207,7.3,868,119,877,106.0,1532,1075,13.9,64.0,1.013,2004,4,15,23,0,0,0,0,1,0,0,0
870,2.0,1209,7.1,863,120,882,108.0,1547,1084,13.7,66.8,1.041,2004,4,16,0,0,0,0,0,0,1,0,0
871,1.9,1189,6.7,844,96,887,93.0,1566,1049,13.4,69.6,1.0688,2004,4,16,1,0,0,0,0,0,1,0,0
872,1.6,1132,6.0,810,77,899,83.0,1532,1021,12.8,71.9,1.0632,2004,4,16,2,0,0,0,0,0,1,0,0
873,1.0,974,2.7,635,70,1159,76.0,1387,778,12.9,68.5,1.0155,2004,4,16,3,0,0,0,0,0,1,0,0
874,1.0,1033,3.6,686,63,1030,69.0,1420,948,11.9,74.8,1.038,2004,4,16,4,0,0,0,0,0,1,0,0
875,1.2,1075,5.4,782,97,941,77.0,1505,988,11.6,76.4,1.0415,2004,4,16,5,0,0,0,0,0,1,0,0
876,2.0,1242,10.0,978,180,778,87.0,1686,1184,11.7,75.3,1.0325,2004,4,16,6,0,0,0,0,0,1,0,0
877,4.5,1657,23.2,1384,352,579,109.0,2176,1600,12.8,71.0,1.0428,2004,4,16,7,0,0,0,0,0,1,0,0
878,4.1,1406,18.7,1258,279,636,116.0,1890,1495,13.8,61.1,0.9595,2004,4,16,8,0,0,0,0,0,1,0,0
879,2.6,1150,9.9,973,186,827,105.0,1590,1188,15.3,51.4,0.8886,2004,4,16,9,0,0,0,0,0,1,0,0
880,2.3,1184,10.2,983,169,823,106.0,1604,1166,16.6,48.7,0.9146,2004,4,16,10,0,0,0,0,0,1,0,0
881,2.6,1223,11.0,1014,172,781,108.0,1666,1219,17.6,46.7,0.9324,2004,4,16,11,0,0,0,0,0,1,0,0
882,2.4,1196,10.5,997,127,802,100.0,1644,1128,19.2,42.7,0.9425,2004,4,16,12,0,0,0,0,0,1,0,0
883,4.3,1559,18.9,1267,230,653,149.0,2047,1373,15.7,62.5,1.1092,2004,4,16,13,0,0,0,0,0,1,0,0
884,4.6,1544,18.9,1266,280,613,148.0,2066,1415,14.5,75.7,1.2425,2004,4,16,14,0,0,0,0,0,1,0,0
885,4.0,1485,17.5,1223,242,650,126.0,1980,1302,14.4,77.4,1.2654,2004,4,16,15,0,0,0,0,0,1,0,0
886,4.7,1498,17.7,1230,250,649,140.0,1963,1308,14.6,74.9,1.2391,2004,4,16,16,0,0,0,0,0,1,0,0
888,5.2,1529,20.4,1309,270,627,141.0,2083,1385,14.0,76.3,1.2166,2004,4,16,18,0,0,0,0,0,1,0,0
891,3.4,1304,12.5,1067,224,737,117.0,1811,1167,13.5,79.4,1.2224,2004,4,16,21,0,0,0,0,0,1,0,0
892,2.7,1235,9.6,963,166,803,103.0,1680,1095,13.1,80.1,1.2016,2004,4,16,22,0,0,0,0,0,1,0,0
893,3.1,1281,10.0,977,171,794,99.0,1695,1105,12.8,81.0,1.1915,2004,4,16,23,0,0,0,0,0,1,0,0
894,2.6,1167,8.1,904,169,846,100.0,1627,1051,12.7,80.6,1.1819,2004,4,17,0,1,0,0,0,0,0,1,0
895,2.2,1134,7.1,863,120,869,88.0,1599,1009,12.5,81.8,1.1838,2004,4,17,1,1,0,0,0,0,0,1,0
896,1.9,1100,6.4,829,103,887,83.0,1565,972,12.7,81.2,1.1849,2004,4,17,2,1,0,0,0,0,0,1,0
897,1.891156462585034,1057,5.1,768,102,958,82.83673469387755,1527,884,12.4,82.4,1.1848,2004,4,17,3,1,0,0,0,0,0,1,0
898,1.8823129251700679,902,3.0,652,102,1158,82.6734693877551,1437,661,12.6,79.9,1.1619,2004,4,17,4,1,0,0,0,0,0,1,0
899,1.8734693877551019,982,4.2,724,102,1055,82.51020408163265,1508,774,12.8,80.0,1.1761,2004,4,17,5,1,0,0,0,0,0,1,0
900,1.864625850340136,997,5.1,769,101,1002,82.34693877551021,1524,868,12.6,79.9,1.1596,2004,4,17,6,1,0,0,0,0,0,1,0
901,1.85578231292517,1141,8.1,902,101,905,82.18367346938776,1672,965,12.5,79.6,1.1538,2004,4,17,7,1,0,0,0,0,0,1,0
902,1.846938775510204,1163,8.8,930,101,849,82.0204081632653,1691,985,12.8,80.8,1.1863,2004,4,17,8,1,0,0,0,0,0,1,0
903,1.838095238095238,1107,7.2,864,100,911,81.85714285714286,1604,963,13.5,78.1,1.1997,2004,4,17,9,1,0,0,0,0,0,1,0
904,1.829251700680272,1228,9.2,949,100,838,81.6938775510204,1706,1069,14.6,74.9,1.2348,2004,4,17,10,1,0,0,0,0,0,1,0
905,1.820408163265306,1033,6.0,810,100,969,81.53061224489795,1526,864,16.8,61.0,1.1599,2004,4,17,11,1,0,0,0,0,0,1,0
906,1.8115646258503402,984,5.0,763,100,1054,81.36734693877551,1472,641,18.8,50.1,1.0769,2004,4,17,12,1,0,0,0,0,0,1,0
907,1.8027210884353742,1066,7.5,879,99,939,81.20408163265306,1536,740,19.3,47.1,1.0445,2004,4,17,13,1,0,0,0,0,0,1,0
908,1.7938775510204081,926,3.9,707,99,1130,81.04081632653062,1429,532,19.3,46.6,1.0298,2004,4,17,14,1,0,0,0,0,0,1,0
909,1.7850340136054421,979,5.0,764,99,1054,80.87755102040816,1462,572,19.7,44.4,1.0081,2004,4,17,15,1,0,0,0,0,0,1,0
910,1.776190476190476,993,5.4,783,98,1033,80.71428571428571,1482,630,19.3,45.7,1.0161,2004,4,17,16,1,0,0,0,0,0,1,0
911,1.76734693877551,970,5.0,763,98,1043,80.55102040816327,1462,608,17.9,49.9,1.0135,2004,4,17,17,1,0,0,0,0,0,1,0
912,1.758503401360544,997,5.5,788,98,1014,80.38775510204081,1482,644,16.9,53.2,1.0179,2004,4,17,18,1,0,0,0,0,0,1,0
913,1.749659863945578,1097,7.8,892,97,909,80.22448979591837,1594,833,16.1,56.0,1.0151,2004,4,17,19,1,0,0,0,0,0,1,0
914,1.7408163265306122,1105,8.2,908,97,900,80.06122448979592,1566,923,16.5,52.8,0.986,2004,4,17,20,1,0,0,0,0,0,1,0
915,1.7319727891156462,993,5.3,777,97,1022,79.89795918367346,1482,790,16.9,51.1,0.9743,2004,4,17,21,1,0,0,0,0,0,1,0
916,1.7231292517006802,1136,7.9,896,97,919,79.73469387755102,1623,961,17.0,50.8,0.9751,2004,4,17,22,1,0,0,0,0,0,1,0
917,1.7142857142857142,1297,10.7,1003,96,798,79.57142857142857,1700,1177,16.9,54.8,1.0455,2004,4,17,23,1,0,0,0,0,0,1,0
918,1.7054421768707482,1110,6.9,855,96,897,79.40816326530613,1568,943,16.3,57.2,1.0492,2004,4,18,0,1,0,0,0,0,0,0,1
919,1.6965986394557822,1027,6.3,827,96,942,79.24489795918367,1529,742,16.0,56.2,1.0164,2004,4,18,1,1,0,0,0,0,0,0,1
920,1.6877551020408164,1024,5.6,795,95,982,79.08163265306122,1501,705,15.6,60.2,1.0617,2004,4,18,2,1,0,0,0,0,0,0,1
921,1.6789115646258503,992,5.4,783,95,988,78.91836734693878,1527,663,14.6,68.2,1.1282,2004,4,18,3,1,0,0,0,0,0,0,1
922,1.6700680272108843,929,3.2,664,95,1144,78.75510204081633,1449,536,14.3,69.6,1.1257,2004,4,18,4,1,0,0,0,0,0,0,1
923,1.6612244897959183,892,1.9,579,94,1309,78.59183673469389,1396,441,13.8,71.9,1.1312,2004,4,18,5,1,0,0,0,0,0,0,1
924,1.6523809523809523,895,2.3,609,94,1268,78.42857142857143,1410,477,13.8,72.7,1.1402,2004,4,18,6,1,0,0,0,0,0,0,1
925,1.6435374149659863,915,2.4,612,94,1266,78.26530612244898,1411,506,14.2,72.3,1.1632,2004,4,18,7,1,0,0,0,0,0,0,1
926,1.6346938775510202,947,2.9,649,94,1154,78.10204081632654,1459,608,14.5,72.9,1.195,2004,4,18,8,1,0,0,0,0,0,0,1
927,1.6258503401360542,1032,4.2,721,93,1052,77.93877551020408,1546,663,14.2,75.6,1.2201,2004,4,18,9,1,0,0,0,0,0,0,1
928,1.6170068027210884,1219,6.8,849,93,901,77.77551020408163,1664,912,14.5,77.2,1.2695,2004,4,18,10,1,0,0,0,0,0,0,1
929,1.6081632653061224,1217,7.3,869,93,873,77.61224489795919,1660,963,14.9,74.5,1.253,2004,4,18,11,1,0,0,0,0,0,0,1
930,1.5993197278911564,1097,5.3,779,92,980,77.44897959183673,1565,803,15.5,67.4,1.178,2004,4,18,12,1,0,0,0,0,0,0,1
931,1.5904761904761904,938,3.4,674,92,1136,77.28571428571429,1433,564,16.7,56.0,1.0544,2004,4,18,13,1,0,0,0,0,0,0,1
932,1.5816326530612244,944,3.4,677,92,1140,77.12244897959184,1436,501,17.1,55.5,1.0724,2004,4,18,14,1,0,0,0,0,0,0,1
933,1.5727891156462586,1139,6.8,847,91,929,76.95918367346938,1604,701,16.2,62.4,1.1423,2004,4,18,15,1,0,0,0,0,0,0,1
934,1.5639455782312925,1163,7.0,859,91,921,76.79591836734694,1603,783,17.4,58.9,1.1567,2004,4,18,16,1,0,0,0,0,0,0,1
935,1.5551020408163265,1157,7.7,885,91,916,76.63265306122449,1590,784,17.5,54.6,1.08,2004,4,18,17,1,0,0,0,0,0,0,1
936,1.5462585034013605,1154,8.5,919,91,876,76.46938775510205,1623,861,17.5,54.2,1.0722,2004,4,18,18,1,0,0,0,0,0,0,1
937,1.5374149659863945,1342,13.5,1102,90,744,76.3061224489796,1824,1156,17.0,55.1,1.0621,2004,4,18,19,1,0,0,0,0,0,0,1
938,1.5285714285714285,1178,9.2,949,90,847,76.14285714285714,1653,1047,16.4,57.8,1.0669,2004,4,18,20,1,0,0,0,0,0,0,1
939,1.5197278911564625,1152,8.7,926,90,854,75.9795918367347,1669,1034,15.8,60.4,1.0744,2004,4,18,21,1,0,0,0,0,0,0,1
940,1.5108843537414964,1078,6.6,841,89,920,75.81632653061224,1595,962,15.5,63.3,1.1071,2004,4,18,22,1,0,0,0,0,0,0,1
941,1.5020408163265306,1167,9.1,945,89,826,75.65306122448979,1702,1100,15.0,65.2,1.1045,2004,4,18,23,1,0,0,0,0,0,0,1
942,1.4931972789115646,1111,7.8,890,89,871,75.48979591836735,1658,1047,14.5,67.3,1.1054,2004,4,19,0,0,1,0,0,0,0,0,0
943,1.4843537414965986,988,4.2,722,88,1029,75.3265306122449,1500,874,14.1,70.1,1.1224,2004,4,19,1,0,1,0,0,0,0,0,0
944,1.4755102040816326,917,3.4,677,88,1103,75.16326530612245,1494,747,13.8,73.3,1.1518,2004,4,19,2,0,1,0,0,0,0,0,0
945,1.4666666666666666,850,1.7,562,88,1275,75.0,1407,589,13.1,78.3,1.1716,2004,4,19,3,0,1,0,0,0,0,0,0
